tick,mean,std,min,max
195,1.634470090909091,0.6542296378760342,0.668335,2.41881
196,1.6171716363636364,0.6424411502225797,0.668425,2.38773
197,1.6001826363636364,0.6308618520849474,0.668514,2.35708
198,1.5834996363636364,0.619491572193288,0.668601,2.32698
199,1.5881631470588236,0.6114326736295658,0.668687,2.29741
200,1.5716947647058823,0.6004117881216244,0.668771,2.26837
201,1.5555226470588237,0.589589840170969,0.668853,2.23985
202,1.5396441764705882,0.578965467465376,0.668934,2.21184
203,1.5240516176470589,0.5685331169787324,0.669014,2.18433
204,1.5087422941176472,0.5582911108359326,0.669092,2.15732
205,1.4937067647058824,0.5482329649565214,0.669169,2.13079
206,1.4789420294117646,0.5383553541992075,0.669244,2.10473
207,1.4644415882352941,0.5286546166155203,0.669318,2.07914
208,1.4502018529411764,0.519127872631353,0.669391,2.05401
209,1.4362180882352942,0.5097723143885285,0.669462,2.02936
210,1.4224855588235295,0.500585333330277,0.669532,2.00515
211,1.4249609428571428,0.4933750666998082,0.669601,1.98148
212,1.411431342857143,0.4844850910458812,0.669669,1.95823
213,1.3981445142857143,0.4757538082840483,0.669735,1.9354
214,1.3850961714285714,0.46718003439995287,0.6698,1.91297
215,1.3722828285714286,0.4587607809367638,0.669864,1.89094
216,1.3596996000000001,0.45049283699870535,0.669927,1.86931
217,1.3473427714285713,0.4423732963801136,0.669989,1.84806
218,1.335206857142857,0.4343988126662011,0.670049,1.82719
219,1.3232886571428573,0.42656804635052187,0.670108,1.80669
220,1.3115844857142858,0.41887811036835126,0.670166,1.78656
221,1.3000915714285715,0.4113271247938858,0.670223,1.76679
222,1.2888095142857143,0.4039161738544757,0.670279,1.74734
223,1.2898546666666666,0.39762821996234426,0.670334,1.72824
224,1.2787546388888889,0.3904623380364744,0.670388,1.70948
225,1.267853861111111,0.38342445577767076,0.670441,1.69096
226,1.2571507777777777,0.3765148424234204,0.670493,1.67277
227,1.2466391944444444,0.36972925763932335,0.670544,1.6549
228,1.2363182777777777,0.3630673717874606,0.670594,1.63735
229,1.22618225,0.35652452953615804,0.670643,1.62012
230,1.2162286944444445,0.3500995282328082,0.670692,1.6032
231,1.20645325,0.34378953056557743,0.67074,1.58658
232,1.1968554722222222,0.33759510765650147,0.670787,1.57026
233,1.187431,0.3315129420313082,0.670833,1.55423
234,1.187431,0.3315129420313082,0.670833,1.55423
